,label,neuron_12,neuron_11,neuron_10,neuron_9,neuron_8,neuron_7,neuron_6,neuron_5,neuron_4,neuron_3,neuron_2,neuron_1
6522,3,51,47,37,18,53,41,5,31,55,43,3,33
6523,8,10,11,55,41,23,12,7,8,19,0,58,39
6524,5,35,41,21,1,9,51,17,55,25,19,2,37
6525,7,45,39,23,3,55,18,47,38,6,8,14,36
6526,6,48,35,20,54,40,59,32,38,15,37,31,10
6527,5,7,33,6,39,58,5,41,8,3,16,0,46
6528,7,18,21,3,27,0,54,55,8,6,36,14,30
6529,5,51,8,3,5,58,16,9,59,0,1,33,6
6530,1,48,51,56,39,27,33,34,50,47,11,17,28
6531,1,56,33,47,43,2,50,7,37,34,27,39,48
6532,4,10,44,30,11,4,8,27,55,45,35,42,24
6533,8,23,31,13,47,5,50,41,19,55,33,58,0
6534,8,23,52,3,10,27,55,1,58,51,21,36,11
6535,9,41,7,38,23,29,11,12,10,21,0,3,36
6536,4,7,41,35,44,26,2,37,21,25,38,8,34
6537,1,47,50,16,7,36,2,48,37,11,34,27,28
6538,0,9,19,54,4,16,46,10,3,25,29,31,22
6539,3,53,10,39,31,51,21,47,1,43,52,27,18
6540,2,8,25,51,21,38,50,0,42,43,48,39,2
6541,6,46,35,8,27,31,26,5,11,58,55,57,15
6542,9,11,8,39,18,27,58,7,3,21,42,30,36
6543,3,48,37,55,4,21,47,31,51,53,17,43,18
6544,8,12,1,35,0,52,27,23,47,58,39,11,48
6545,3,27,21,55,53,23,47,3,17,4,44,18,43
6546,4,58,55,33,0,8,57,39,19,50,2,5,34
6547,2,43,38,19,9,56,10,5,45,20,8,47,35
6548,6,25,18,8,11,9,55,52,1,7,5,19,15
6549,2,37,12,55,45,5,54,47,43,35,10,8,53
6550,7,30,23,9,47,8,38,3,45,12,55,36,14
6551,6,18,49,11,21,35,31,52,13,42,58,57,15
6552,4,44,32,7,30,45,37,11,35,8,43,38,24
6553,6,17,9,5,28,43,31,55,33,47,52,7,15
6554,1,2,25,20,35,27,37,13,28,34,16,39,48
6555,5,16,3,6,41,0,7,58,33,5,51,59,46
6556,4,48,57,12,44,20,27,26,29,54,17,24,58
6557,5,58,7,9,37,16,59,3,1,33,0,6,5
6558,1,51,59,50,5,16,0,47,57,17,28,30,40
6559,3,10,47,53,25,19,18,55,35,43,3,4,31
6560,4,3,41,2,20,43,1,38,7,11,24,17,26
6561,3,13,10,35,27,5,4,12,55,31,53,43,25
6562,6,17,41,53,55,47,33,5,28,52,18,7,15
6563,8,48,31,16,58,32,39,52,6,7,55,0,41
6564,9,6,2,13,20,12,17,25,57,18,38,24,26
6565,1,33,47,16,39,11,7,2,27,37,34,48,28
6566,7,48,55,47,8,45,38,41,14,54,6,36,30
6567,6,58,9,27,17,31,55,8,33,52,7,5,15
6568,1,33,7,25,2,13,20,34,16,37,39,48,28
6569,5,7,59,20,16,5,51,0,3,9,6,1,33
6570,1,57,51,59,36,11,26,47,50,30,17,28,40
6571,6,49,12,55,47,33,27,31,9,5,52,7,15
6572,6,31,41,11,55,58,5,18,7,19,52,15,25
6573,8,47,19,31,12,50,33,48,23,58,55,41,0
6574,6,32,25,49,22,9,13,29,10,59,54,35,15
6575,1,56,27,26,16,7,40,36,50,47,11,17,28
6576,3,41,14,46,47,17,11,59,3,27,32,15,25
6577,9,4,44,12,21,58,41,18,24,11,8,29,30
6578,6,57,31,21,46,12,32,10,11,26,27,35,15
6579,7,3,39,54,47,21,38,18,8,14,36,30,6
6580,8,8,51,26,2,27,38,25,21,12,50,41,11
6581,6,21,19,31,13,8,42,57,52,33,5,58,15
6582,8,25,17,46,12,15,27,19,32,11,50,26,13
6583,8,13,33,16,0,52,58,6,41,55,7,50,39
6584,3,25,35,51,9,4,44,53,43,3,27,50,2
6585,3,39,35,47,55,10,12,41,1,44,18,3,23
6586,1,59,16,11,51,0,36,47,50,32,17,30,40
6587,7,18,12,53,6,54,21,55,3,8,30,36,14
6588,9,27,57,38,11,41,17,6,20,29,54,26,24
6589,9,11,27,8,58,3,39,0,7,5,42,30,36
6590,7,39,27,3,55,0,53,18,38,8,30,24,14
6591,0,23,58,31,9,33,53,45,5,7,18,12,52
6592,3,12,41,51,25,5,55,21,4,27,3,43,31
6593,0,49,54,12,19,18,9,31,4,45,33,58,22
6594,3,18,47,52,41,1,44,16,25,27,23,12,4
6595,3,53,10,51,4,31,43,41,55,1,47,18,35
6596,4,32,12,35,18,20,10,6,24,26,44,37,19
6597,7,23,0,38,55,21,47,41,3,54,6,14,36
6598,4,8,47,37,45,9,34,14,38,7,2,35,26
6599,9,52,29,53,41,11,21,7,0,30,3,58,36
6600,7,21,27,58,0,18,44,55,6,24,53,42,30
6601,3,1,10,8,48,38,12,39,41,19,23,29,44
6602,6,21,52,47,8,58,9,55,57,33,5,11,15
6603,0,5,13,54,9,45,12,19,7,46,58,22,31
6604,8,13,35,25,12,44,10,38,50,18,43,21,56
6605,2,53,8,35,9,10,51,54,45,43,47,19,55
6606,8,1,55,47,18,41,27,39,5,48,16,7,52
6607,0,3,54,18,33,46,9,58,45,7,12,22,31
6608,4,30,4,11,39,46,55,35,44,1,32,42,24
6609,1,39,33,40,56,51,7,50,47,34,11,17,28
6610,5,4,19,6,2,44,52,10,13,12,42,46,25
6611,0,25,49,54,13,29,18,9,45,12,31,22,58
6612,3,38,3,25,12,4,47,53,51,48,43,18,23
6613,1,11,56,33,50,37,34,27,39,47,7,48,28
6614,0,3,2,50,21,9,51,44,48,38,25,12,22
6615,0,45,5,54,12,9,33,58,16,22,7,46,31
6616,7,47,17,51,27,53,39,44,30,18,38,14,24
6617,1,36,33,50,56,37,39,47,7,11,48,27,28
6618,8,53,2,55,39,50,12,42,9,33,45,46,23
6619,0,54,4,7,13,9,19,16,46,12,58,22,31
6620,8,23,52,35,10,51,58,19,39,55,8,44,0
6621,4,3,37,11,6,10,58,29,34,50,36,27,35
6622,8,55,58,41,18,47,1,0,44,48,23,39,16
6623,7,11,23,51,21,14,47,3,0,38,54,27,36
6624,2,12,42,54,33,19,9,35,10,45,8,4,47
6625,9,0,42,29,41,7,19,39,18,3,58,30,36
6626,2,41,48,4,55,49,54,8,38,45,37,5,21
6627,2,12,5,19,0,10,43,35,56,54,8,20,47
6628,2,48,12,38,0,47,55,21,39,10,41,50,56
6629,0,4,58,53,9,13,12,18,45,5,31,22,7
6630,0,9,31,21,8,42,25,13,45,12,58,18,52
6631,6,49,12,20,58,13,19,52,31,33,7,5,15
6632,3,51,43,4,46,3,47,53,27,18,1,23,44
6633,2,36,19,6,4,2,45,26,44,32,16,47,49
6634,9,44,23,58,39,30,10,36,55,8,11,45,21
6635,6,20,52,19,12,17,31,7,33,58,9,5,15
6636,5,19,56,58,27,51,16,46,5,47,59,0,40
6637,2,49,35,8,54,5,47,55,10,31,56,20,37
6638,6,31,8,41,52,27,57,9,35,58,25,42,15
6639,2,54,51,42,26,35,10,55,43,47,20,41,56
6640,1,51,47,2,17,26,50,57,36,11,13,28,40
6641,9,46,0,19,12,34,23,11,3,10,8,29,36
6642,2,8,10,50,54,39,42,51,0,56,35,43,27
6643,9,23,39,50,36,7,0,8,58,19,29,3,34
6644,5,21,17,53,35,31,51,33,19,52,55,58,18
6645,0,54,29,12,10,21,44,25,9,52,22,2,13
6646,5,2,55,35,27,17,59,10,46,51,19,52,25
6647,1,59,0,7,26,11,51,50,47,36,40,17,28
6648,0,52,29,40,54,9,2,50,35,25,10,13,22
6649,2,41,27,0,59,52,29,55,35,45,21,58,8
6650,7,11,41,23,47,36,26,21,14,27,30,12,38
6651,3,4,10,3,52,51,21,58,39,53,18,27,44
6652,4,18,44,7,11,43,30,27,37,3,38,17,24
6653,4,10,7,5,58,44,24,55,37,52,30,42,27
6654,1,23,5,0,51,57,28,47,50,17,11,36,40
6655,5,46,3,8,4,23,41,51,50,16,6,0,58
6656,4,44,45,26,43,54,37,48,38,35,8,12,24
6657,6,27,45,8,17,57,42,55,52,9,58,5,15
6658,3,52,7,27,25,30,21,42,26,17,58,11,44
6659,8,35,52,18,10,55,11,27,0,44,16,58,39
6660,5,43,27,46,25,37,35,19,13,44,51,53,2
6661,9,36,55,4,1,7,39,27,21,0,5,42,30
6662,3,27,10,17,1,2,38,43,3,18,21,39,44
6663,0,22,31,54,8,13,53,25,45,52,21,58,18
6664,5,2,53,37,48,25,35,22,17,51,13,52,44
6665,1,0,16,51,26,11,47,50,36,30,17,28,40
6666,7,22,7,9,57,29,3,18,45,51,26,24,14
6667,3,43,23,51,3,52,47,57,17,39,53,44,18
6668,9,5,39,55,17,51,27,0,53,1,18,44,58
6669,4,26,7,55,37,1,53,35,36,5,42,27,30
6670,6,19,53,35,11,26,56,13,27,50,10,15,37
6671,5,3,58,5,33,7,4,41,16,6,51,0,46
6672,4,26,37,24,44,43,7,54,27,38,35,48,30
6673,6,58,8,28,9,5,17,55,47,52,7,33,15
6674,4,11,21,4,59,52,1,10,3,36,27,30,35
6675,7,7,37,58,5,32,3,53,30,0,50,35,36
6676,0,22,35,53,29,12,59,54,50,25,21,13,10
6677,8,55,58,27,48,2,52,21,18,1,10,39,11
6678,1,5,0,51,16,3,59,50,57,17,30,28,40
6679,9,3,55,26,11,4,29,5,7,50,36,30,42
6680,5,39,24,27,19,18,11,51,53,10,46,2,44
6681,0,25,53,45,54,10,29,8,13,21,22,18,44
6682,1,56,50,5,26,0,51,11,36,47,40,28,17
6683,1,5,29,51,47,34,50,11,36,57,17,40,28
6684,0,50,26,25,45,29,35,54,9,52,12,10,13
6685,2,38,29,48,58,24,56,42,5,47,44,27,0
6686,7,42,0,2,6,38,36,54,50,47,51,8,34
6687,3,47,1,43,38,4,39,27,0,10,3,18,44
6688,7,23,32,51,49,36,33,18,22,57,34,45,14
6689,4,29,33,35,10,7,4,26,37,30,36,42,27
6690,6,8,58,18,31,19,25,52,55,7,11,5,15
6691,5,58,41,23,4,53,3,0,18,1,5,6,46
6692,6,9,59,48,10,21,38,35,46,54,32,56,15
6693,6,28,17,19,45,27,53,15,59,9,52,7,5
6694,9,29,27,20,26,41,21,12,6,54,58,7,24
6695,7,32,3,34,7,1,0,53,37,35,50,5,36
6696,7,3,51,57,38,6,8,10,53,45,18,30,36
6697,8,41,18,48,55,10,23,52,35,58,0,44,39
6698,1,32,59,51,16,0,5,57,17,50,28,30,40
6699,9,29,4,5,21,0,11,34,7,27,50,42,36
6700,0,38,9,54,48,10,56,46,12,19,31,22,16
6701,1,51,16,33,7,47,13,11,17,2,34,40,28
6702,1,47,28,16,57,32,5,3,17,24,0,30,40
6703,8,55,1,16,27,52,51,0,23,35,48,58,39
6704,0,9,44,10,13,19,45,12,29,38,46,23,22
6705,6,17,53,27,55,8,26,59,9,58,52,5,15
6706,3,8,12,56,46,35,43,44,9,25,27,50,4
6707,7,54,58,51,11,16,6,50,2,27,42,34,36
6708,0,22,6,29,20,40,54,16,7,26,49,32,48
6709,1,11,33,16,7,47,48,13,17,2,39,34,28
6710,3,6,39,17,27,4,41,3,26,21,11,16,2
6711,3,4,55,0,39,21,1,27,23,3,18,58,44
6712,5,7,3,41,8,42,58,23,44,0,16,39,46
6713,7,53,7,55,27,1,6,0,3,50,30,5,36
6714,4,11,0,57,4,18,58,19,8,35,30,42,24
6715,7,6,39,0,54,3,32,1,5,34,42,50,36
6716,4,2,20,29,44,10,4,26,45,8,37,35,24
6717,9,1,4,58,21,0,11,29,34,27,50,42,36
6718,1,50,28,5,11,51,36,57,0,47,30,17,40
6719,3,4,3,1,35,10,18,51,47,53,23,58,44
6720,6,46,35,52,41,31,25,57,5,55,58,11,15
6721,6,27,19,52,9,28,7,58,17,59,42,5,15
6722,7,9,18,53,7,2,25,22,13,14,37,34,26
6723,0,7,19,53,8,58,44,13,42,25,22,5,18
6724,4,14,44,19,37,7,43,35,32,24,26,38,12
6725,2,12,9,33,51,54,47,45,53,3,8,29,55
6726,6,37,56,21,13,19,7,38,43,59,54,15,32
6727,6,8,55,17,9,5,25,47,33,11,28,7,15
6728,8,39,25,47,35,55,1,19,18,2,52,48,44
6729,4,37,58,1,54,7,27,2,34,5,36,42,35
6730,0,43,2,53,59,37,25,38,54,10,13,21,50
6731,8,36,51,55,42,27,58,35,10,16,11,0,39
6732,6,43,48,6,19,50,59,56,32,38,13,37,15
6733,4,33,7,37,26,30,50,8,4,27,36,42,35
6734,9,58,57,17,21,32,44,11,30,6,18,29,24
6735,5,52,55,46,48,5,1,54,59,53,19,18,7
6736,1,25,2,44,35,42,33,13,16,32,41,39,48
6737,0,35,4,13,45,22,42,53,33,8,5,58,18
6738,0,4,2,21,35,37,9,25,10,50,13,40,22
6739,3,4,10,58,25,18,48,29,41,19,23,8,44
6740,7,39,45,54,3,53,32,17,18,38,14,36,30
6741,9,26,54,8,58,50,7,0,21,42,5,30,36
6742,6,57,11,27,52,37,41,35,32,9,53,10,15
6743,2,28,55,29,47,56,42,5,27,0,50,8,7
6744,8,44,29,21,35,50,58,55,39,27,52,10,12
6745,1,51,39,16,7,40,11,13,17,48,2,34,28
6746,8,14,49,46,20,12,31,10,23,9,55,6,33
6747,1,36,13,16,27,51,11,42,2,34,37,48,28
6748,1,5,2,47,26,57,50,17,11,13,36,28,40
6749,5,46,5,0,16,3,4,41,37,50,33,51,6
6750,3,22,21,38,55,51,31,53,45,43,13,17,25
6751,9,19,41,10,40,29,7,0,8,30,58,54,36
6752,7,21,0,8,14,53,3,54,47,6,36,38,30
6753,4,20,37,6,50,53,10,8,36,41,7,35,54
6754,3,3,39,27,51,1,21,0,47,43,4,44,16
6755,2,56,12,8,51,58,45,21,53,7,54,20,26
6756,7,11,41,27,6,39,3,0,54,51,14,12,30
6757,0,46,10,12,45,25,9,29,2,58,44,13,22
6758,0,48,50,9,16,13,25,40,59,29,56,7,22
6759,4,6,10,26,50,42,30,58,4,8,54,36,35
6760,8,8,51,21,19,48,37,52,39,12,23,44,55
6761,4,30,26,8,36,37,59,7,10,54,53,35,41
6762,3,44,46,9,4,27,43,5,37,1,51,17,18
6763,0,13,12,7,21,45,33,53,5,8,58,52,18
6764,2,47,19,48,42,38,41,43,55,37,49,5,56
6765,9,39,4,27,11,29,8,58,0,21,42,30,36
6766,3,46,3,4,6,32,51,13,17,2,50,53,25
6767,6,9,21,53,58,59,35,52,57,42,5,33,15
6768,0,52,54,8,53,31,9,22,58,45,18,23,12
6769,9,50,4,39,11,29,27,21,10,0,36,42,30
6770,7,58,47,2,10,0,50,21,42,51,54,38,34
6771,2,56,16,47,27,5,17,54,30,28,55,0,7
6772,5,7,58,55,51,47,41,3,18,1,5,33,46
6773,2,38,1,54,5,8,35,47,42,56,27,58,0
6774,8,55,52,23,58,19,51,8,12,10,39,11,0
6775,1,56,36,16,50,51,2,47,34,40,11,17,28
6776,5,10,41,44,53,46,48,55,27,52,35,19,25
6777,7,52,7,35,54,45,6,0,18,53,37,36,30
6778,4,8,21,42,59,3,50,27,0,5,36,7,30
6779,9,42,10,21,34,7,3,11,0,58,50,29,36
6780,2,37,51,16,38,42,20,48,56,13,43,49,17
6781,5,33,1,13,58,16,51,0,4,6,32,50,23
6782,5,53,52,1,43,51,46,2,19,11,10,18,44
6783,1,42,33,20,51,16,2,27,37,34,39,48,28
6784,3,57,17,6,3,46,11,13,19,32,51,53,25
6785,1,11,13,51,16,42,39,27,2,37,34,48,28
6786,5,54,44,20,19,48,34,41,3,51,53,46,2
6787,9,30,41,50,8,34,0,21,6,4,7,29,36
6788,8,10,21,35,1,19,25,55,18,44,2,43,12
6789,6,46,48,1,43,15,45,9,33,47,28,39,7
6790,9,7,11,41,18,21,0,4,29,12,58,30,24
6791,0,13,54,5,53,23,7,42,22,58,18,21,44
6792,8,48,7,6,46,36,44,27,9,55,16,0,52
6793,1,51,50,13,36,47,17,34,2,57,11,40,28
6794,4,44,6,2,18,7,35,29,11,58,3,8,24
6795,8,51,1,41,55,36,39,42,0,35,10,58,11
6796,6,27,41,11,7,5,58,18,53,19,25,52,15
6797,4,52,50,2,1,7,37,5,34,36,35,42,27
6798,4,5,29,4,16,46,0,1,57,20,7,17,24
6799,6,33,17,27,45,55,5,9,15,11,7,47,28
6800,6,42,19,41,46,9,27,54,5,52,31,25,7
6801,8,50,36,10,52,41,44,35,23,0,39,58,16
6802,0,13,40,19,54,9,22,48,43,16,38,59,56
6803,8,41,52,48,10,39,1,55,51,0,35,58,11
6804,4,3,6,10,44,21,18,43,37,38,12,30,24
6805,2,24,8,54,56,1,20,55,27,21,58,42,0
6806,8,43,55,52,27,51,21,57,11,0,10,44,39
6807,6,39,55,9,26,40,5,11,7,33,28,47,15
6808,8,16,6,7,53,29,54,9,23,2,33,34,46
6809,3,47,7,58,16,44,4,27,0,39,5,21,18
6810,4,18,55,42,37,53,24,10,44,59,0,17,30
6811,2,38,47,43,42,20,5,58,27,0,44,35,24
6812,4,8,37,4,52,0,30,54,50,35,27,42,36
6813,9,54,10,11,27,58,26,0,17,36,50,30,42
6814,8,7,4,0,1,23,2,18,44,46,55,19,12
6815,2,1,42,53,20,29,54,58,5,35,8,47,56
6816,8,49,37,34,7,13,33,16,0,27,47,39,28
6817,4,58,6,55,33,42,50,36,7,2,35,34,5
6818,7,54,8,21,10,34,11,57,42,45,53,58,36
6819,0,49,43,47,5,55,45,52,37,33,53,7,18
6820,9,8,52,21,10,27,53,42,24,0,58,30,54
6821,9,0,26,52,18,37,7,6,54,8,5,30,36
6822,1,51,47,2,50,17,34,13,11,36,57,28,40
6823,0,23,44,4,9,46,45,53,22,5,13,18,7
6824,7,37,11,22,29,7,23,18,51,45,9,36,14
6825,3,0,47,43,33,51,5,1,48,7,27,53,18
6826,3,10,43,2,27,44,4,47,21,38,41,25,12
6827,3,16,58,47,5,0,27,3,38,21,39,18,44
6828,6,5,33,17,18,9,28,1,39,7,15,47,11
6829,5,23,4,41,44,3,51,39,6,16,46,58,0
6830,5,46,1,39,16,8,38,12,45,11,13,0,6
6831,8,50,34,52,21,51,16,48,23,0,35,58,39
6832,0,8,45,52,21,13,26,11,50,53,10,37,25
6833,4,41,58,34,7,54,4,8,5,50,42,36,35
6834,1,0,51,29,16,3,59,57,50,17,30,28,40
6835,7,7,3,1,6,0,35,37,53,27,30,5,36
6836,5,11,52,10,50,46,12,53,6,25,2,13,44
6837,6,9,34,8,17,58,19,59,52,15,33,42,5
6838,9,41,24,52,59,39,11,3,53,21,51,30,12
6839,2,26,58,8,52,44,5,47,27,59,30,7,0
6840,5,51,45,5,25,27,52,55,35,13,53,2,44
6841,2,43,41,54,0,19,56,5,47,42,7,8,50
6842,9,44,46,8,30,18,58,29,40,7,54,6,36
6843,7,55,0,7,6,51,1,2,50,27,36,5,34
6844,3,17,3,27,35,53,51,46,2,32,19,50,25
6845,7,2,7,0,5,37,54,1,27,35,50,34,36
6846,2,40,48,49,15,33,50,44,55,17,5,9,20
6847,0,18,9,13,46,33,19,45,7,42,4,5,22
6848,5,51,9,29,50,53,44,21,2,45,25,22,58
6849,5,0,16,6,13,45,37,4,33,1,50,57,32
6850,9,10,52,6,57,41,3,39,18,0,53,36,30
6851,1,2,25,13,7,33,27,20,16,37,39,28,48
6852,5,19,29,44,12,25,38,10,27,46,3,2,50
6853,5,53,20,37,6,4,3,50,0,5,51,33,1
6854,6,49,57,33,52,31,9,35,59,54,42,58,15
6855,3,5,7,3,28,33,48,4,51,27,45,53,18
6856,3,12,3,44,1,2,57,46,18,43,25,47,17
6857,0,16,2,35,29,31,59,54,13,25,9,22,12
6858,3,34,4,0,10,43,51,38,33,40,42,50,13
6859,1,40,27,55,5,1,31,57,52,0,17,11,47
6860,2,25,0,12,38,59,18,13,50,56,43,47,41
6861,2,21,26,49,55,33,38,27,2,47,6,20,54
6862,7,4,57,3,51,47,54,0,42,38,17,50,36
6863,3,55,7,3,21,11,51,12,41,29,38,25,14
6864,1,23,30,7,47,11,50,13,17,26,36,40,28
6865,4,24,32,4,35,31,59,10,30,26,37,6,12
6866,7,11,7,53,2,32,37,22,45,55,13,24,14
6867,5,1,39,59,33,7,16,20,5,37,0,45,57
6868,5,3,12,53,41,25,1,18,2,51,32,6,44
6869,6,12,55,16,32,52,31,27,35,21,9,11,15
6870,1,26,16,52,1,27,58,5,40,0,11,47,17
6871,7,55,51,39,0,6,12,41,11,14,38,47,36
6872,9,2,20,7,57,8,21,14,54,29,24,45,26
6873,8,21,9,0,11,38,46,8,19,23,39,43,12
6874,6,9,15,46,41,8,1,2,5,16,19,52,7
6875,0,19,25,46,16,44,13,9,4,12,31,22,23
6876,6,58,17,55,7,33,47,11,39,5,19,18,15
6877,1,43,36,0,48,23,11,50,34,7,27,39,47
6878,7,54,15,20,59,7,21,51,14,3,12,32,26
6879,4,23,55,0,50,52,21,57,11,34,51,58,36
6880,1,27,0,40,16,51,50,7,47,11,17,36,28
6881,7,23,33,50,8,0,7,29,38,39,51,14,34
6882,7,26,57,32,3,7,18,30,11,45,51,14,12
6883,0,59,12,22,33,9,46,7,4,58,16,6,31
6884,5,48,56,54,19,50,45,13,22,3,51,53,25
6885,1,48,0,52,58,39,55,5,7,41,47,23,12
6886,9,41,58,21,11,0,4,7,6,29,8,36,30
6887,4,6,59,35,19,3,4,32,57,8,58,30,12
6888,5,58,5,8,1,9,46,4,42,25,11,18,23
6889,7,45,21,51,29,8,6,57,7,36,3,54,12
6890,4,2,38,20,48,44,37,26,43,9,32,19,54
6891,8,39,47,19,41,33,56,31,58,55,0,12,23
6892,3,55,3,51,46,2,4,52,57,53,43,17,25
6893,9,0,52,39,12,33,19,55,10,58,23,51,34
6894,3,43,56,4,37,12,50,13,22,51,53,21,25
6895,6,52,57,9,32,21,35,16,15,31,45,55,11
6896,8,19,10,11,29,35,42,44,52,39,25,8,2
6897,8,26,56,1,0,41,2,13,52,16,39,12,11
6898,3,47,5,26,32,21,59,25,13,53,54,17,50
6899,2,5,45,47,9,10,43,8,49,33,35,4,55
6900,1,13,36,7,47,37,11,2,27,39,34,48,28
6901,4,4,35,6,42,24,27,8,18,58,21,12,30
6902,7,53,11,57,3,55,8,21,38,45,36,14,18
6903,6,55,28,39,46,5,58,52,15,11,33,17,47
6904,3,21,58,47,28,49,34,27,43,0,16,3,33
6905,8,8,7,12,0,31,50,29,58,56,54,33,19
6906,3,17,35,27,50,19,3,13,59,32,11,53,25
6907,6,8,12,31,17,9,27,58,55,15,33,5,52
6908,7,11,8,57,53,21,54,14,30,3,6,47,36
6909,6,17,52,53,33,19,9,11,55,15,45,58,5
6910,2,8,50,0,43,51,31,10,5,54,39,21,56
6911,7,54,29,30,7,11,8,3,36,38,51,12,14
6912,3,3,9,43,44,35,31,11,52,23,27,4,25
6913,1,58,31,52,56,5,39,7,0,28,27,11,47
6914,7,9,12,52,45,6,58,53,11,8,36,42,30
6915,7,0,23,7,54,3,6,8,51,14,29,34,36
6916,8,7,5,56,31,52,8,0,39,55,58,11,19
6917,0,21,54,45,25,16,6,9,13,23,44,22,12
6918,9,25,50,2,29,45,8,9,34,55,44,14,26
6919,2,47,38,42,5,55,26,21,43,10,48,20,49
6920,3,29,15,3,55,51,22,45,53,7,13,49,31
6921,2,44,53,20,43,23,6,13,26,17,16,47,49
6922,9,5,50,52,8,7,58,21,27,30,42,54,36
6923,0,25,44,19,58,9,16,31,46,22,13,12,23
6924,8,46,21,7,27,52,55,39,17,58,16,0,11
6925,1,51,49,56,50,33,48,7,47,39,27,34,28
6926,1,30,19,0,26,51,17,11,47,50,32,36,40
6927,6,15,52,21,49,19,33,18,12,53,31,58,13
6928,0,9,19,4,31,58,25,35,37,29,46,16,22
6929,5,2,43,47,6,50,0,33,1,28,37,16,20
6930,6,19,1,46,27,26,57,11,55,15,35,25,58
6931,1,27,50,16,7,33,39,48,17,11,34,47,28
6932,7,7,36,44,54,27,8,37,29,55,0,14,30
6933,2,33,23,48,6,17,32,2,26,44,49,16,47
6934,9,20,6,21,7,14,59,22,48,29,51,9,26
6935,0,25,9,19,13,58,12,4,22,44,46,23,16
6936,5,1,11,51,7,41,3,16,39,46,44,0,6
6937,2,41,21,54,47,5,10,31,43,29,49,55,20
6938,8,35,53,0,23,2,4,47,19,58,18,12,44
6939,3,10,4,37,55,3,41,51,53,31,5,18,43
6940,8,55,41,58,53,44,47,35,18,12,1,25,52
6941,4,8,9,19,44,35,45,6,32,10,54,12,24
6942,8,19,27,23,31,56,5,9,47,59,18,21,46
6943,8,18,46,25,13,29,58,7,50,12,0,6,23
6944,2,53,23,49,5,10,43,31,58,59,21,33,12
6945,3,1,16,48,21,5,41,53,47,51,25,43,59
6946,1,44,41,43,7,6,37,2,13,16,34,39,48
6947,7,52,0,4,57,3,54,53,12,8,21,30,36
6948,2,47,12,18,11,25,23,55,32,21,38,43,17
6949,4,21,29,52,50,6,11,12,3,34,35,10,36
6950,9,7,10,29,48,21,44,58,27,0,24,30,54
6951,1,29,33,56,50,27,39,2,51,47,17,34,28
6952,8,7,58,6,52,10,29,41,3,11,39,8,12
6953,7,51,45,39,54,6,8,23,3,38,36,34,14
6954,6,11,18,53,52,9,55,1,25,7,15,5,19
6955,4,37,26,59,32,18,10,4,6,35,8,12,30
6956,7,51,24,54,32,59,38,47,6,17,0,42,30
6957,8,8,44,30,58,50,10,42,55,0,12,19,23
6958,0,4,18,45,35,44,31,25,10,13,21,42,22
6959,3,4,10,1,19,12,35,41,47,5,18,43,31
6960,0,59,56,48,50,54,38,9,13,10,25,21,22
6961,9,52,41,58,21,0,30,29,3,10,11,12,36
6962,8,59,13,46,21,52,42,26,10,17,31,27,11
6963,6,27,31,35,41,52,9,5,33,58,57,55,15
6964,9,52,27,11,7,36,41,58,6,21,29,42,30
6965,7,21,32,8,59,24,18,57,45,54,6,30,12
6966,3,27,37,39,2,44,38,47,55,1,16,21,43
6967,0,14,18,16,53,25,6,46,13,22,44,23,12
6968,0,29,53,45,13,54,9,16,31,23,46,22,12
6969,9,21,42,52,39,5,58,36,7,11,12,8,30
6970,0,26,57,13,45,6,23,52,59,31,9,21,12
6971,6,41,45,17,58,55,33,52,11,9,15,5,47
6972,0,45,52,16,25,22,12,10,9,21,13,50,2
6973,0,8,52,46,58,19,18,31,33,9,45,23,12
6974,2,1,20,5,38,42,21,17,27,37,47,54,33
6975,6,52,19,55,58,39,5,17,11,15,9,33,47
6976,8,17,44,40,46,2,11,57,52,25,18,1,47
6977,1,43,0,7,29,27,11,47,50,51,17,36,28
6978,5,23,9,46,8,45,42,1,16,0,4,44,6
6979,0,25,44,7,9,46,58,13,6,31,12,16,23
6980,5,55,2,13,21,45,22,51,54,17,25,37,50
6981,5,31,33,58,1,9,5,51,16,46,59,47,0
6982,6,21,52,29,41,27,10,9,59,57,35,54,15
6983,5,37,0,47,16,5,13,50,33,7,45,2,57
6984,5,4,2,10,35,53,19,27,44,52,46,18,11
6985,1,25,13,20,37,33,16,2,27,34,39,48,28
6986,7,54,36,26,11,47,38,13,44,32,45,18,14
6987,0,58,29,19,22,10,9,54,35,33,45,31,12
6988,5,46,17,27,58,19,51,13,11,52,53,35,25
6989,1,47,2,48,7,50,37,11,27,51,34,36,28
6990,4,39,12,11,0,27,1,37,30,17,3,10,24
6991,0,52,25,4,58,44,13,7,12,53,5,18,23
6992,2,20,48,42,41,10,38,13,55,5,49,37,56
6993,9,5,26,44,46,21,42,11,52,58,12,8,30
6994,8,37,16,43,57,35,1,32,6,0,39,11,12
6995,4,6,52,37,3,21,11,29,27,10,12,36,30
6996,4,27,18,28,52,44,46,4,7,5,30,24,17
6997,5,56,9,59,55,7,5,0,31,45,16,1,6
6998,1,40,27,51,56,36,16,7,50,47,17,11,28
6999,9,39,27,3,36,10,38,29,12,21,11,8,30
7000,8,12,21,52,16,17,10,51,27,11,26,55,1
7001,7,21,9,57,3,11,51,32,30,36,45,18,14
